"Time (s)", "Cart Acceleration (m/s/s)", "Cart Velocity (m/s)", "Cart Position (m)", "Pole Angular Acceleration (deg/s/s)", "Pole Angular Velocity (deg/s)", "Pole Angular Position (deg)"
0.3000000000000001, 0.9775752448248081, 0.16471299036067136, 0.027574193137703578, -0.4328111835541889, -0.07303474218991696, -0.012243890708910106
0.3100000000000001, 0.9759245046756291, 0.17109562425544514, 0.029800472608972315, -0.42787089348283686, -0.0751358453509131, -0.013106960408973484
0.3200000000000001, 0.9742240210856611, 0.17752454502787154, 0.03213537773371081, -0.4227823699920017, -0.07717732337815182, -0.013994063987004427
0.3300000000000001, 0.972475804391468, 0.1840000559070944, 0.034581669382528844, -0.41755164854776977, -0.07915663550814749, -0.01490411191922431
0.34000000000000014, 0.970681988852474, 0.19052253738532887, 0.03714219411669654, -0.41218512790112866, -0.08107139096253059, -0.015835957975489565
0.35000000000000014, 0.968844824368972, 0.1970924514982312, 0.03981988975453773, -0.4066895449470742, -0.08291935910463284, -0.016788403903620814
0.36000000000000015, 0.9669666674188523, 0.2037103458104897, 0.04261779122387982, -0.40107194735988205, -0.08469847863129014, -0.017760204443609425
0.37000000000000016, 0.9650499712864716, 0.21037685707745313, 0.04553903669423995, -0.39533966423013644, -0.08640686571505682, -0.018750072628559933
0.38000000000000017, 0.9630972756664393, 0.2170927145576202, 0.04858687398159414, -0.38950027495462075, -0.08804282102389038, -0.019756685325703318
0.3900000000000002, 0.9611111957333005, 0.22385874295527505, 0.05176466721800517, -0.38356157665208324, -0.08960483555843503, -0.020778688967986295
0.4000000000000002, 0.9590944107749692, 0.23067586497739773, 0.05507590377810359, -0.3775315503957734, -0.09109159526107069, -0.021814705424666122
0.4100000000000002, 0.9570496524931108, 0.23754510349410182, 0.05852420145444111, -0.3714183265670813, -0.09250198436563044, -0.022863337958059324
0.4200000000000002, 0.954979693077434, 0.24446758329716495, 0.06211331587407927, -0.3652301496433456, -0.09383508747184013, -0.0239231772131294
0.4300000000000002, 0.9528873331628848, 0.2514445324566105, 0.06584714814944488, -0.3589753427367488, -0.09509019034380371, -0.024992807186955967
0.4400000000000002, 0.9507753897790642, 0.25847728328067016, 0.06972975275747477, -0.3526622722001491, -0.0962667794469499, -0.026070811126289777
0.45000000000000023, 0.9486466843997527, 0.2655672728896932, 0.073765345642377, -0.34629931260976354, -0.09736454025247701, -0.02715577730332871
0.46000000000000024, 0.9465040311973446, 0.2727160434195836, 0.07795831253894117, -0.3398948124240237, -0.09838335435221271, -0.028246304622496835
0.47000000000000025, 0.9443502256022851, 0.27992524187503, 0.08231321751521341, -0.3334570606029422, -0.09932329543968568, -0.029341008014301995
0.48000000000000026, 0.9421880332614568, 0.28719661965707455, 0.08683481173548772, -0.32699425445338237, -0.10018462422487104, -0.030438523576205682
0.49000000000000027, 0.9400201794819953, 0.29453203179337695, 0.09152804244692757, -0.32051446894316254, -0.1009677823603281, -0.03153751342476813
0.5000000000000002, 0.9378493392384296, 0.30193343590279276, 0.09639806219568153, -0.3140256277015268, -0.10167338546515452, -0.032636670228031066
0.5100000000000002, 0.9356781278115759, 0.3094028909285923, 0.1014502382810685, -0.307535475895768, -0.10230221534023068, -0.03373472139206545
0.5200000000000002, 0.9335090921174246, 0.31694255567673446, 0.10669016245923979, -0.3010515551443175, -0.10285521147355982, -0.03483043288073446
0.5300000000000002, 0.9313447027736621, 0.32455468719710323, 0.11212366091064924, -0.2945811805960773, -0.10333346193810569, -0.03592261265289846
0.5400000000000003, 0.9291873469406118, 0.3322416390464946, 0.11775680448864317, -0.28813142027480343, -0.10373819378642096, -0.03701011370641966
0.5500000000000003, 0.9270393219625501, 0.3400058594724422, 0.12359591926949312, -0.2817090767565371, -0.10407076304659874, -0.03809183672331498
0.5600000000000003, 0.9249028298247151, 0.3478498895567184, 0.12964759742720824, -0.27532067121803316, -0.10433264442277382, -0.03916673231517444
0.5700000000000003, 0.9227799724310959, 0.3557763613565882, 0.13591870845946305, -0.26897242986533115, -0.10452542080066946, -0.0402338028724363
0.5800000000000003, 0.9206727476984392, 0.36378799608068296, 0.14241641079394168, -0.26267027272452637, -0.10465077265468087, -0.04129210402522841
0.5900000000000003, 0.9185830464529408, 0.37188760233475104, 0.14914816380732096, -0.2564198047517905, -0.10471046744787675, -0.04234074572720052
0.6000000000000003, 0.9165126501079873, 0.38007807447060804, 0.15612174029198914, -0.2502263091970771, -0.10470634911026144, -0.0433788929770513
0.6100000000000003, 0.9144632290940805, 0.3883623910694068, 0.16334523940841886, -0.24409474313591817, -0.10464032767385394, -0.04440576619527159
0.6200000000000003, 0.9124363420058537, 0.3967436135879546, 0.170827100163894, -0.2380297350664714, -0.10451436913579928, -0.04542064127597664
0.6300000000000003, 0.910433435425823, 0.4052248851942713, 0.17857611546103133, -0.2320355844545089, -0.10433048561299559, -0.04642284933558142
0.6400000000000003, 0.9084558443802999, 0.4138094298159901, 0.18660144676226187, -0.22611626309742472, -0.10409072584378244, -0.047411776181499644
0.6500000000000004, 0.9065047933796225, 0.4225005514225963, 0.19491263941915474, -0.220275418169462, -0.10379716608423828, -0.04838686152503616
0.6600000000000004, 0.9045813979925663, 0.4313016335599281, 0.20351963871820203, -0.21451637680413654, -0.10345190143872188, -0.049347597963221385
0.6700000000000004, 0.9026866669033918, 0.4402161391528958, 0.2124328066974624, -0.20884215206610407, -0.10305703765659263, -0.05029352975453865
0.6800000000000004, 0.9008215043993923, 0.4492476105900168, 0.22166293979130564, -0.20325545016327817, -0.10261468341965678, -0.051224251413355494
0.6900000000000004, 0.8989867132369911, 0.45839967010118293, 0.23122128736344624, -0.1977586787506489, -0.10212694313790399, -0.05213940614742825
0.7000000000000004, 0.8971829978352633, 0.4676760204380742, 0.24111957119152472, -0.19235395617974538, -0.10159591026458908, -0.05303868416214601
0.7100000000000004, 0.8954109677471743, 0.4770804458648373, 0.25137000596972686, -0.18704312155177094, -0.10102366113572607, -0.05392182085425526
0.7200000000000004, 0.893671141360737, 0.4866168134650791, 0.2619853208993563, -0.1818277454378897, -0.10041224933363367, -0.0547885949167006
0.7300000000000004, 0.891963949784593, 0.4962890747698823, 0.27297878244092605, -0.17670914113670205, -0.09976370056932092, -0.055638826374967774
0.7400000000000004, 0.8902897408751549, 0.5061012677104388, 0.28436421830524833, -0.17168837634639128, -0.09908000807423502, -0.05647237457395905
0.7500000000000004, 0.8886487833653115, 0.516057518898028, 0.2961560427652124, -0.16676628513712854, -0.09836312848820457, -0.05728913613300057
0.7600000000000005, 0.8870412710577333, 0.5261620462334108, 0.3083692833744839, -0.16194348011789328, -0.09761497822728675, -0.058089042885107786
0.7700000000000005, 0.8854673270489463, 0.536419161847296, 0.3210196091842765, -0.157220364700703, -0.09683743031263617, -0.058872059815142735
0.7800000000000005, 0.8839270079535168, 0.5468332753733133, 0.3341233605546723, -0.15259714537421526, -0.09603231163943786, -0.05963818301001356
0.7900000000000005, 0.8824203081008551, 0.5574088975549261, 0.3476975806627436, -0.14807384390758238, -0.09520140066333796, -0.06038743763260713
0.8000000000000005, 0.8809471636802448, 0.5681506441878929, 0.3617600488160016, -0.14365030941421691, -0.09434642548063424, -0.06111987592973037
0.8100000000000005, 0.8795074568127231, 0.5790632404002467, 0.3763293156864995, -0.1393262302136526, -0.09346906227771479, -0.061835575282978096
0.8200000000000005, 0.8781010195313291, 0.5901515252722886, 0.39142474058830945, -0.13510114543785579, -0.09257093412480615, -0.06253463631015266
0.8300000000000005, 0.8767276376539741, 0.6014204567997681, 0.40706653092911205, -0.1309744563361313, -0.09165361008898441, -0.06321718102364625
0.8400000000000005, 0.8753870545357763, 0.6128751172042513, 0.423275783975346, -0.12694543724007995, -0.09071860464156177, -0.06388335105106137
0.8500000000000005, 0.8740789746900957, 0.6245207185956261, 0.44007453107980854, -0.1230132461569069, -0.0897673773353569, -0.06453330592229571
0.8600000000000005, 0.8728030672697351, 0.6363626089927789, 0.4574857845308499, -0.1191769349656972, -0.08880133272794805, -0.06516722142635364
0.8700000000000006, 0.8715589694017964, 0.6484062787096678, 0.475533587193423, -0.11543545919708398, -0.08782182052776383, -0.06578528804027055
0.8800000000000006, 0.8703462893715282, 0.6606573671153206, 0.49424306512430377, -0.11178768738200567, -0.08683013594074979, -0.0663877094317439
0.8900000000000006, 0.8691646096521617, 0.6731216697776926, 0.5136404833568787, -0.1082324099600196, -0.08582752019633857, -0.06697470103635633
0.9000000000000006, 0.8680134897792124, 0.6858051460028233, 0.5337533050650677, -0.10476834774190458, -0.08481516123251825, -0.06754648870964923
0.9100000000000006, 0.8668924690690274, 0.6987139267823332, 0.5546102543313308, -0.10139415992504763, -0.0837941945209047, -0.06810330745374932
0.9200000000000006, 0.8658010691825141, 0.7118543231640061, 0.5762413827603786, -0.09810845166345877, -0.08276570401388543, -0.06864540021777386
0.9300000000000006, 0.8647387965359636, 0.7252328350619865, 0.5986781401982885, -0.09490978119711674, -0.08173072319706105, -0.0691730167708241
0.9400000000000006, 0.8637051445617401, 0.7388561605250333, 0.621953449836345, -0.09179666654784657, -0.08069023623138209, -0.06968641264602593
0.9500000000000006, 0.862699595822314, 0.7527312054832537, 0.6461017880002119, -0.08876759179103055, -0.079645179170534, -0.0701858481537832
0.9600000000000006, 0.8617216239817155, 0.7668650939958609, 0.671159268948135, -0.08582101291421279, -0.07859644124025478, -0.07067158746216809
0.9700000000000006, 0.86077069563896, 0.7812651790247145, 0.6971637350269683, -0.08295536327509678, -0.0775448661673688, -0.07114389774217776
0.9800000000000006, 0.8598462720283854, 0.7959390537607539, 0.7241548525620457, -0.08016905867260116, -0.07649125354738548, -0.07160304837543821
0.9900000000000007, 0.858947810592123, 0.8108945635329102, 0.7521742138865289, -0.07746050204552113, -0.07543636024052429, -0.07204931022182166
1.0000000000000007, 0.8580747664301406, 0.8261398183317107, 0.7812654459480292, -0.07482808781402, -0.07438090178699948, -0.07248295494436652
1.0100000000000007, 0.8572265936334379, 0.8416832059825748, 0.8114743259653026, -0.07227020587963451, -0.07332555383331704, -0.07290425438884182
1.0200000000000007, 0.8564027465060395, 0.8575334060067509, 0.8428489046458875, -0.06978524529974933, -0.07227095356219856, -0.07331348001527545
1.0300000000000007, 0.8556026806814698, 0.8736994042109931, 0.8754396375170096, -0.0673715976526224, -0.07121770111955875, -0.0737109023787655
1.0400000000000007, 0.8548258541393563, 0.8901905080504305, 0.9092995249672323, -0.06502766010903421, -0.07016636103272542, -0.07409679065691788
1.0500000000000007, 0.8540717281277566, 0.907016362812658, 0.9444842616455437, -0.06275183822648911, -0.0691174636147916, -0.07447141222128897
1.0600000000000007, 0.8533397679966914, 0.924186968674909, 0.9810523959182383, -0.06054254848166257, -0.06807150635063848, -0.07483503225026197
1.0700000000000007, 0.8526294439482645, 0.9417126986902826, 1.0190655001425168, -0.058398220556495684, -0.06702895526078115, -0.0751879133808529
1.0800000000000007, 0.8519402317085748, 0.9596043177633893, 1.0585883525796604, -0.05631729939291802, -0.0659902462397291, -0.07553031539701142
1.0900000000000007, 0.8512716131264857, 0.9778730026805331, 1.0996891318405053, -0.054298247030761804, -0.06495578636606514, -0.0758624949520614
1.1000000000000008, 0.8506230767041199, 0.9965303632646365, 1.142439624832303, -0.0523395442429504, -0.0639259551819135, -0.07618470532301637
1.1100000000000008, 0.8499941180637621, 1.01558846473062, 1.1869154492596086, -0.050439691981487345, -0.06290110593987051, -0.07649719619458784
1.1200000000000008, 0.84938424035566, 1.0350598513228861, 1.2331962918232853, -0.048597212647284505, -0.06188156681587108, -0.07680021347080476
1.1300000000000008, 0.8487929546110023, 1.0549575713229784, 1.2813661633619085, -0.046810651196252606, -0.060867642086789304, -0.07709399911225273
1.1400000000000008, 0.8482197800441498, 1.0752952035224281, 1.331513672289651, -0.04507857609353533, -0.05985961327188345, -0.07737879099703698
1.1500000000000008, 0.8476642443079956, 1.0960868852633423, 1.383732317805207, -0.04339958012719575, -0.058857740237475184, -0.077654822803672
1.1600000000000008, 0.84712588370612, 1.1173473421574416, 1.438120804478524, -0.041772281092065655, -0.05786226226448602, -0.07792232391419092
1.1700000000000008, 0.8466042433652039, 1.1390919196031353, 1.4947833799673635, -0.040195322353928475, -0.05687339907868044, -0.07818151933586544
1.1800000000000008, 0.8460988773709717, 1.1613366162298533, 1.5538301977753728, -0.038667373303616914, -0.055891351843643994, -0.07843262964001307
1.1900000000000008, 0.8456093488707402, 1.1840981194093512, 1.6153777071389883, -0.037187129710093414, -0.05491630411670511, -0.07867587091646379
1.2000000000000008, 0.8451352301454578, 1.207393842985112, 1.6795490723238409, -0.035753313981005674, -0.05394842276813796, -0.07891145474233809
1.2100000000000009, 0.8446761026539453, 1.2312419673834352, 1.746474623824367, -0.03436467533873622, -0.05298785886412455, -0.07913958816387763
1.2200000000000009, 0.8442315570518726, 1.255661482283362, 1.8162923441951773, -0.03301998991942395, -0.05203474851404688, -0.07936047369014437
1.2300000000000009, 0.8438011931878338, 1.2806722320374304, 1.889148391501892, -0.03171806080199491, -0.051089213682785524, -0.0795743092974873
1.2400000000000009, 0.84338462007873, 1.3062949640514394, 1.9651976636653004, -0.0304577179737357, -0.050151362968760584, -0.07978128844374249
1.2500000000000009, 0.8429814558665176, 1.3325513803491342, 2.0446044072889507, -0.029237818238550484, -0.04922129234853289, -0.0799816000912108
1.260000000000001, 0.8425913277582219, 1.3594641925670985, 2.127542874910032, -0.028057245073567993, -0.04829908588881309, -0.080175428737515
1.270000000000001, 0.8422138719510011, 1.3870571806464036, 2.214198035000556, -0.02691490843942479, -0.047384816426789905, -0.08036295445351216
1.280000000000001, 0.8418487335438886, 1.4153552555108364, 2.3047663394747357, -0.025809744549107894, -0.04647854621969513, -0.08054435292748668
1.290000000000001, 0.841495566437745, 1.444384526047093, 2.399456553933972, -0.024740715599945506, -0.04558032756457004, -0.08071979551491636
1.300000000000001, 0.841154033224812, 1.4741723707303798, 2.4984906564085083, -0.023706809472933632, -0.04469020338918989, -0.08088944929314859
1.310000000000001, 0.8408238050691692, 1.504747514269708, 2.6021048109408422, -0.022707039403320473, -0.04380820781513176, -0.08105347712038229
1.320000000000001, 0.8405045615792792, 1.5361401096810876, 2.710550423007366, -0.021740443626023065, -0.042934366693956436, -0.08121203769839191
1.330000000000001, 0.8401959906737207, 1.5683818262341747, 2.824095284499419, -0.020806084999207997, -0.042068698117488555, -0.08136528563848118
1.340000000000001, 0.8398977884411096, 1.6015059437590653, 2.9430248167918944, -0.01990305060906028, -0.041211212903155006, -0.08151337153018812
1.350000000000001, 0.8396096589951344, 1.635547453845315, 3.067643421326933, -0.01903045135856818, -0.040361915055354566, -0.08165644201231366
1.360000000000001, 0.8393313143255359, 1.6705431685153256, 3.1982759481435266, -0.018187421542843307, -0.039520802203783595, -0.0817946398458657
1.370000000000001, 0.8390624741458219, 1.7065318370095814, 3.3352692939041155, -0.01737311841338718, -0.03868786601967615, -0.08192810398856852
1.380000000000001, 0.8388028657383859, 1.7435542713823589, 3.4789941422212376, -0.016586721733363285, -0.03786309261083204, -0.08205696967058944
1.390000000000001, 0.8385522237977004, 1.7816534816742422, 3.6298468604878837, -0.015827433325926787, -0.03704646289636362, -0.08218136847119767
1.400000000000001, 0.8383102902721304, 1.8208748215027304, 3.7882515689834793, -0.015094476617288854, -0.03623795296198849, -0.08230142839606444
1.410000000000001, 0.83807681420492, 1.8612661449953565, 3.9546623997851875, -0.014387096176226244, -0.03543753439675034, -0.08241727395497041
1.420000000000001, 0.8378515515747975, 1.9028779760819599, 4.129565964986342, -0.013704557251412453, -0.03464517461195479, -0.08252902623968232
1.430000000000001, 0.8376342651366474, 1.9457636912652125, 4.3134840559386065, -0.013046145307965717, -0.033860837143143585, -0.08263680300180645
1.440000000000001, 0.837424724262613, 1.9899797171023967, 4.506976597724321, -0.01241116556434585, -0.03308448193585497, -0.08274071873042799
1.450000000000001, 0.8372227047839869, 2.0355857437581975, 4.710644885867416, -0.011798942530716783, -0.032316065615931686, -0.08284088472937902
1.460000000000001, 0.8370279888341804, 2.0826449561294753, 4.92513513544775, -0.011208819549696547, -0.03155554174508049, -0.08293740919398321
1.470000000000001, 0.8368403646930592, 2.131224284200452, 5.151142376343191, -0.01064015834038462, -0.030802861062389553, -0.08303039728715218
1.480000000000001, 0.8366596266328676, 2.1813946744624912, 5.389414732342181, -0.010092338546394797, -0.03005797171245652, -0.08311995121471245
1.490000000000001, 0.8364855747659699, 2.2332313844290628, 5.6407581264107245, -0.009564757288602843, -0.02932081946078395, -0.0832061702998674
1.500000000000001, 0.8363180148945781, 2.2868143024961145, 5.906041459535599, -0.00905682872316349, -0.028591347897040865, -0.08328915105669672
1.5100000000000011, 0.836156758362645, 2.3422282956440714, 6.186202316384757, -0.008567983605367868, -0.027869498626806568, -0.08336898726262754
1.5200000000000011, 0.8360016219100335, 2.399563587753351, 6.482253257624277, -0.008097668859717466, -0.02715521145232567, -0.08344577002978973
1.5300000000000011, 0.8358524275291276, 2.4589161716146855, 6.795288766221615, -0.007645347156730209, -0.026448424542882487, -0.08351958787523095
1.5400000000000011, 0.8357090023239108, 2.520388258063028, 7.126492923577757, -0.0072104964966098195, -0.025749074595211634, -0.08359052678988864
1.5500000000000012, 0.8355711783717085, 2.584088766054749, 7.477147901017035, -0.006792609800381821, -0.02505709698460698, -0.08365867030636169
1.5600000000000012, 0.8354387925874941, 2.6501338579477403, 7.848643363197707, -0.006391194508237996, -0.024372425906954875, -0.0837240995653204
1.5700000000000012, 0.8353116865910647, 2.71864752474027, 8.242486892591629, -0.006005772186031766, -0.0236949945125296, -0.08378689338072307
1.5800000000000012, 0.8351897065767454, 2.7897622265838593, 8.660315558552764, -0.005635878138928019, -0.023024735031394246, -0.08384712830351215
1.5900000000000012, 0.8350727031862522, 2.86361959451839, 9.103908770926218, -0.005281061034129841, -0.022361578891764045, -0.08390487868426826
1.6000000000000012, 0.8349605313837662, 2.9403712000922164, 9.575202576959661, -0.004940882529856472, -0.021705456830188326, -0.08396021673399305
1.6100000000000012, 0.8348530503348353, 3.0201794003416436, 10.076305581841051, -0.004614916915453848, -0.021056298996513755, -0.0840132125844055
1.6200000000000012, 0.834750123286373, 3.103218266520556, 10.609516697931102, -0.004302750754468232, -0.020414035049540515, -0.0840639343453266
1.6300000000000012, 0.8346516174525151, 3.1896746060181895, 11.177344956198935, -0.00400398254498302, -0.01977859425156408, -0.0841124481634815
1.6400000000000012, 0.8345574038978165, 3.2797490880815476, 11.782531646088602, -0.0037182223716722973, -0.019149905547937662, -0.08415881827480667
1.6500000000000012, 0.8344673574333172, 3.373657485322192, 12.428075087756861, -0.003445091596250671, -0.018527897658234448, -0.08420310706509379
1.6600000000000013, 0.8343813564963645, 3.4716320445003115, 13.117258384112178, -0.003184222498807787, -0.017912499129559858, -0.08424537511058933
1.6700000000000013, 0.8342992830698638, 3.5739230018832484, 13.853680550376216, -0.002935258037471966, -0.017303638448636426, -0.08428568125415745
1.6800000000000013, 0.8342210225318663, 3.6808002603866234, 14.641291476986982, -0.002697851398311135, -0.016701244022201227, -0.08432408260575956
1.6900000000000013, 0.8341464636537088, 3.7925552481938816, 15.484431249151937, -0.0024716659918258, -0.016105244411782717, -0.08436063469473558
1.7000000000000013, 0.8340754983004849, 3.9095029807877424, 16.387874424299042, -0.0022563745538749513, -0.01551556802598074, -0.08439539129900535
1.7100000000000013, 0.8340080217652766, 4.03198435217007, 17.35687995999876, -0.0020516601527892364, -0.014932143951954491, -0.08442840496331593
1.7200000000000013, 0.8339439317520648, 4.160368682753428, 18.397247589553135, -0.0018572131312786233, -0.014354900306164322, -0.08445972600540567
1.7300000000000013, 0.8338831303241376, 4.295056559246709, 19.515381567967882, -0.0016727369693395056, -0.0137837680569333, -0.08448940489361159
1.7400000000000013, 0.833825519240998, 4.43648299789187, 20.7183628494687, -0.0014979342566264764, -0.013218672501229217, -0.08451748694653737
1.7500000000000013, 0.8337710103513802, 4.585120987171631, 22.014030937877106, -0.001332537962153768, -0.012659553103143206, -0.08454402484322217
1.7600000000000013, 0.8337195010625741, 4.741485427204934, 23.4110768194468, -0.001176237628952137, -0.012106316890583434, -0.08456904901707997
1.7700000000000014, 0.8336709323895238, 4.906137596443126, 24.919148685983156, -0.0010288540360912646, -0.011558950415473744, -0.08459263950064733
1.7800000000000014, 0.8336251480927414, 5.079690028914246, 26.54897226268422, -0.0008899153503895141, -0.011017246202788992, -0.08461474884754121
1.7900000000000014, 0.8335822418490617, 5.262812320979348, 28.312488279460595, -0.0007597017894216407, -0.010481483713067471, -0.08463564697894178
1.8000000000000014, 0.8335416851430766, 5.456236835479575, 30.223008977871473, -0.0006366212913588853, -0.009950703978961598, -0.08465478410732359
1.8100000000000014, 0.8335045563790313, 5.66076725267275, 32.29539860748982, -0.0005239175391258399, -0.009427159366278701, -0.08467374912624213
1.8200000000000014, 0.8334677415166061, 5.877282669741372, 34.54627655589425, -0.00041221747358444194, -0.008904636040076151, -0.08468843857551811
1.8300000000000014, 0.8334392847420737, 6.1067569785799405, 36.99426051637154, -0.00032572875051917194, -0.008399631959441751, -0.08471014418681354
1.8400000000000014, 0.8333970534601071, 6.350240939316649, 39.66021883195472, -0.00019783926302047172, -0.00786668616855294, -0.0847077997751604
1.8500000000000014, 0.8334019396824736, 6.608951448679197, 42.56763665818324, -0.00021181437507089562, -0.007432220500133935, -0.08476881865327085
1.8600000000000014, 0.8332826150695312, 6.884066508967579, 45.74282542961454, 0.00014800940668563412, -0.006737895261439683, -0.08464371037110731
1.8700000000000014, 0.8335280634753162, 7.177362952371897, 49.215775195247424, -0.00059014138759933, -0.006815074083606288, -0.08505666954288371
1.8800000000000014, 0.8327189743942246, 7.489426601526329, 53.0193636799835, 0.0018458039383427716, -0.004646267585821391, -0.08387224621533933
1.8900000000000015, 0.8350404942768981, 7.824999070055039, 57.19370098503627, -0.005141364329453169, -0.009200374000358093, -0.08748826300275565
1.9000000000000015, 0.8279553987801199, 8.177041973049231, 61.77535209539084, 0.01618832228441447, 0.006603611128433281, -0.0764359960212347
1.9100000000000015, 0.8496238339461832, 8.57533251664565, 66.83315038143472, -0.04901795484402349, -0.040293626529810736, -0.11089314142349325
1.9200000000000015, 0.7822191429331542, 8.936461834897765, 72.35997966659758, 0.15410949031515025, 0.10869414991499933, -0.0021000368906117
1.9300000000000015, 0.9958689370703125, 9.53503754108936, 78.61921651937953, -0.4876326971742956, -0.3637810053689247, -0.3512458005691553
1.9400000000000015, 0.33989431171526374, 9.52930923795647, 85.06332735582932, 1.5280816198958136, 1.1235500930184485, 0.7452736422135686
1.9500000000000015, 2.124833517689728, 11.30451847297682, 93.47681045394202, -4.107210827925548, -2.8941509128598883, -2.0844109525269316
1.9600000000000015, -0.9364630251210626, 10.108854061659372, 100.99602290271143, 4.04207302976989, 1.1192240639872524, -0.941057216326188
1.9700000000000015, -0.299651396059583, 9.613018612287801, 108.39686068469933, 4.052366137671513, 5.068158397625595, 4.044559157673422
1.9800000000000015, -5.442183303525442, 4.108272779130927, 110.8175564618729, 2.166119288361881, 7.12576352069767, 11.002767838195535
1.9900000000000015, -16.103630596134824, -11.875404238833866, 97.95273070080871, 4.962793732090118, 11.967671680259919, 22.740735123270916
2.0000000000000013, -33.90723378602961, -45.55372483473919, 52.137010836739215, -9.067595676468866, 2.8855756237721, 25.49817919330782
2.010000000000001, 2.7742076097411825, -42.77951722499804, 9.357493611741184, -3.04835247286432, -0.16277684909222023, 25.335402344215616
2.020000000000001, 1.3777926433801162, -41.60873320452603, -32.41249579074879, -1.6620598503878632, -1.833960882977485, 23.618948668544334
2.0300000000000007, -0.3791876621566929, -42.40780007534958, -75.56849882475939, 4.907834642475653, 3.1046124970931515, 26.99079677729387
